Time,               Close,Daily_Transcations
2009-04-27,0,105
2009-04-28,0,117
2009-04-29,0,123
2009-04-30,0,133
2009-05-01,0,123
2009-05-02,0,124
2009-05-03,0,115
2009-05-04,0,125
2009-05-05,0,133
2009-05-06,0,138
2009-05-07,0,121
2009-05-08,0,122
2009-05-09,0,91
2009-05-10,0,62
2009-05-11,0,120
2009-05-12,0,127
2009-05-13,0,117
2009-05-14,0,137
2009-05-15,0,145
2009-05-16,0,115
2009-05-17,0,125
2009-05-18,0,124
2009-05-19,0,100
2009-05-20,0,104
2009-05-21,0,89
2009-05-22,0,83
2009-05-23,0,7
2009-05-24,0,96
2009-05-25,0,112
2009-05-26,0,113
2009-05-27,0,125
2009-05-28,0,103
2009-05-29,0,108
2009-05-30,0,103
2009-05-31,0,118
2009-06-01,0,74
2009-06-02,0,89
2009-06-03,0,98
2009-06-04,0,39
2009-06-05,0,57
2009-06-06,0,24
2009-06-07,0,4
2009-06-08,0,72
2009-06-09,0,94
2009-06-10,0,83
2009-06-11,0,93
2009-06-12,0,91
2009-06-13,0,74
2009-06-14,0,70
2009-06-15,0,82
2009-06-16,0,73
2009-06-17,0,77
2009-06-18,0,81
2009-06-19,0,87
2009-06-20,0,84
2009-06-21,0,75
2009-06-22,0,81
2009-06-23,0,76
2009-06-24,0,87
2009-06-25,0,74
2009-06-26,0,90
2009-06-27,0,85
2009-06-28,0,52
2009-06-29,0,76
2009-06-30,0,89
2009-07-01,0,84
2009-07-02,0,72
2009-07-03,0,84
2009-07-04,0,89
2009-07-05,0,80
2009-07-06,0,91
2009-07-07,0,63
2009-07-08,0,79
2009-07-09,0,81
2009-07-10,0,82
2009-07-11,0,84
2009-07-12,0,76
2009-07-13,0,76
2009-07-14,0,72
2009-07-15,0,46
2009-07-16,0,69
2009-07-17,0,65
2009-07-18,0,3
2009-07-19,0,52
2009-07-20,0,75
2009-07-21,0,75
2009-07-22,0,69
2009-07-23,0,66
2009-07-24,0,75
2009-07-25,0,53
2009-07-26,0,13
2009-07-27,0,64
2009-07-28,0,44
2009-07-29,0,32
2009-07-30,0,16
2009-07-31,0,12
2009-08-01,0,23
2009-08-02,0,30
2009-08-03,0,15
2009-08-04,0,58
2009-08-05,0,91
2009-08-06,0,96
2009-08-07,0,74
2009-08-08,0,83
2009-08-09,0,98
2009-08-10,0,82
2009-08-11,0,67
2009-08-12,0,68
2009-08-13,0,81
2009-08-14,0,65
2009-08-15,0,34
2009-08-16,0,25
2009-08-17,0,17
2009-08-18,0,9
2009-08-19,0,15
2009-08-20,0,24
2009-08-21,0,16
2009-08-22,0,8
2009-08-23,0,12
2009-08-24,0,8
2009-08-25,0,55
2009-08-26,0,42
2009-08-27,0,33
2009-08-28,0,64
2009-08-29,0,83
2009-08-30,0,91
2009-08-31,0,95
2009-09-01,0,79
2009-09-02,0,68
2009-09-03,0,61
2009-09-04,0,63
2009-09-05,0,71
2009-09-06,0,72
2009-09-07,0,79
2009-09-08,0,66
2009-09-09,0,58
2009-09-10,0,61
2009-09-11,0,68
2009-09-12,0,71
2009-09-13,0,70
2009-09-14,0,81
2009-09-15,0,56
2009-09-16,0,59
2009-09-17,0,84
2009-09-18,0,81
2009-09-19,0,71
2009-09-20,0,79
2009-09-21,0,74
2009-09-22,0,35
2009-09-23,0,28
2009-09-24,0,82
2009-09-25,0,102
2009-09-26,0,94
2009-09-27,0,90
2009-09-28,0,88
2009-09-29,0,85
2009-09-30,0,87
2009-10-01,0,85
2009-10-02,0,76
2009-10-03,0,58
2009-10-04,0,61
2009-10-05,0,58
2009-10-06,0,43
2009-10-07,0,51
2009-10-08,0,70
2009-10-09,0,78
2009-10-10,0,77
2009-10-11,0,79
2009-10-12,0,63
2009-10-13,0,51
2009-10-14,0,56
2009-10-15,0,85
2009-10-16,0,66
2009-10-17,0,55
2009-10-18,0,65
2009-10-19,0,99
2009-10-20,0,111
2009-10-21,0,84
2009-10-22,0,88
2009-10-23,0,87
2009-10-24,0,75
2009-10-25,0,74
2009-10-26,0,65
2009-10-27,0,67
2009-10-28,0,64
2009-10-29,0,51
2009-10-30,0,62
2009-10-31,0,45
2009-11-01,0,30
2009-11-02,0,33
2009-11-03,0,57
2009-11-04,0,62
2009-11-05,0,65
2009-11-06,0,49
2009-11-07,0,76
2009-11-08,0,70
2009-11-09,0,65
2009-11-10,0,71
2009-11-11,0,78
2009-11-12,0,70
2009-11-13,0,73
2009-11-14,0,83
2009-11-15,0,96
2009-11-16,0,100
2009-11-17,0,91
2009-11-18,0,79
2009-11-19,0,73
2009-11-20,0,84
2009-11-21,0,77
2009-11-22,0,100
2009-11-23,0,96
2009-11-24,0,102
2009-11-25,0,85
2009-11-26,0,78
2009-11-27,0,75
2009-11-28,0,78
2009-11-29,0,58
2009-11-30,0,74
2009-12-01,0,66
2009-12-02,0,99
2009-12-03,0,85
2009-12-04,0,49
2009-12-05,0,52
2009-12-06,0,108
2009-12-07,0,94
2009-12-08,0,121
2009-12-09,0,104
2009-12-10,0,106
2009-12-11,0,125
2009-12-12,0,103
2009-12-13,0,104
2009-12-14,0,113
2009-12-15,0,117
2009-12-16,0,121
2009-12-17,0,163
2009-12-18,0,201
2009-12-19,0,225
2009-12-20,0,175
2009-12-21,0,188
2009-12-22,0,152
2009-12-23,0,169
2009-12-24,0,144
2009-12-25,0,158
2009-12-26,0,159
2009-12-27,0,170
2009-12-28,0,138
2009-12-29,0,164
2009-12-30,0,156
2009-12-31,0,150
2010-01-01,0,119
2010-01-02,0,132
2010-01-03,0,163
2010-01-04,0,192
2010-01-05,0,208
2010-01-06,0,158
2010-01-07,0,159
2010-01-08,0,150
2010-01-09,0,148
2010-01-10,0,191
2010-01-11,0,154
2010-01-12,0,168
2010-01-13,0,160
2010-01-14,0,159
2010-01-15,0,137
2010-01-16,0,135
2010-01-17,0,124
2010-01-18,0,130
2010-01-19,0,120
2010-01-20,0,140
2010-01-21,0,187
2010-01-22,0,152
2010-01-23,0,152
2010-01-24,0,148
2010-01-25,0,207
2010-01-26,0,208
2010-01-27,0,178
2010-01-28,0,176
2010-01-29,0,195
2010-01-30,0,183
2010-01-31,0,210
2010-02-01,0,189
2010-02-02,0,142
2010-02-03,0,246
2010-02-04,0,235
2010-02-05,0,250
2010-02-06,0,204
2010-02-07,0,210
2010-02-08,0,221
2010-02-09,0,211
2010-02-10,0,166
2010-02-11,0,181
2010-02-12,0,193
2010-02-13,0,227
2010-02-14,0,215
2010-02-15,0,194
2010-02-16,0,182
2010-02-17,0,244
2010-02-18,0,235
2010-02-19,0,183
2010-02-20,0,224
2010-02-21,0,218
2010-02-22,0,261
2010-02-23,0,252
2010-02-24,0,196
2010-02-25,0,150
2010-02-26,0,176
2010-02-27,0,176
2010-02-28,0,165
2010-03-01,0,187
2010-03-02,0,204
2010-03-03,0,151
2010-03-04,0,187
2010-03-05,0,178
2010-03-06,0,188
2010-03-07,0,178
2010-03-08,0,141
2010-03-09,0,149
2010-03-10,0,152
2010-03-11,0,154
2010-03-12,0,119
2010-03-13,0,160
2010-03-14,0,127
2010-03-15,0,128
2010-03-16,0,138
2010-03-17,0,127
2010-03-18,0,161
2010-03-19,0,144
2010-03-20,0,203
2010-03-21,0,191
2010-03-22,0,186
2010-03-23,0,215
2010-03-24,0,187
2010-03-25,0,197
2010-03-26,0,213
2010-03-27,0,182
2010-03-28,0,198
2010-03-29,0,205
2010-03-30,0,217
2010-03-31,0,213
2010-04-01,0,198
2010-04-02,0,155
2010-04-03,0,171
2010-04-04,0,175
2010-04-05,0,179
2010-04-06,0,175
2010-04-07,0,207
2010-04-08,0,208
2010-04-09,0,189
2010-04-10,0,294
2010-04-11,0,271
2010-04-12,0,270
2010-04-13,0,190
2010-04-14,0,230
2010-04-15,0,287
2010-04-16,0,234
2010-04-17,0,242
2010-04-18,0,1337
2010-04-19,0,2296
2010-04-20,0,242
2010-04-21,0,251
2010-04-22,0,210
2010-04-23,0,198
2010-04-24,0,191
2010-04-25,0,210
2010-04-26,0,220
2010-04-27,0,225
2010-04-28,0,219
2010-04-29,0,197
2010-04-30,0,181
2010-05-01,0,187
2010-05-02,0,197
2010-05-03,0,186
2010-05-04,0,151
2010-05-05,0,191
2010-05-06,0,173
2010-05-07,0,166
2010-05-08,0,170
2010-05-09,0,193
2010-05-10,0,161
2010-05-11,0,138
2010-05-12,0,147
2010-05-13,0,164
2010-05-14,0,148
2010-05-15,0,138
2010-05-16,0,118
2010-05-17,0,173
2010-05-18,0,217
2010-05-19,0,212
2010-05-20,0,221
2010-05-21,0,230
2010-05-22,0,227
2010-05-23,0,300
2010-05-24,0,262
2010-05-25,0,267
2010-05-26,0,259
2010-05-27,0,278
2010-05-28,0,265
2010-05-29,0,262
2010-05-30,0,200
2010-05-31,0,207
2010-06-01,0,178
2010-06-02,0,182
2010-06-03,0,219
2010-06-04,0,200
2010-06-05,0,188
2010-06-06,0,201
2010-06-07,0,211
2010-06-08,0,222
2010-06-09,0,199
2010-06-10,0,224
2010-06-11,0,248
2010-06-12,0,226
2010-06-13,0,221
2010-06-14,0,246
2010-06-15,0,288
2010-06-16,0,196
2010-06-17,0,208
2010-06-18,0,184
2010-06-19,0,218
2010-06-20,0,216
2010-06-21,0,242
2010-06-22,0,235
2010-06-23,0,242
2010-06-24,0,247
2010-06-25,0,227
2010-06-26,0,205
2010-06-27,0,215
2010-06-28,0,236
2010-06-29,0,253
2010-06-30,0,283
2010-07-01,0,273
2010-07-02,0,239
2010-07-03,0,283
2010-07-04,0,245
2010-07-05,0,243
2010-07-06,0,224
2010-07-07,0,209
2010-07-08,0,240
2010-07-09,0,258
2010-07-10,0,238
2010-07-11,0,242
2010-07-12,0,1830
2010-07-13,0,1739
2010-07-14,0,5659
2010-07-15,0,1793
2010-07-16,0,1393
2010-07-17,0,462
2010-07-18,0,427
2010-07-19,0,487
2010-07-20,0,627
2010-07-21,0,465
2010-07-22,0,428
2010-07-23,0,392
2010-07-24,0,374
2010-07-25,0,2337
2010-07-26,0,468
2010-07-27,0,445
2010-07-28,0,342
2010-07-29,0,3455
2010-07-30,0,362
2010-07-31,0,295
2010-08-01,0,324
2010-08-02,0,413
2010-08-03,0,623
2010-08-04,0,375
2010-08-05,0,604
2010-08-06,0,368
2010-08-07,0,287
2010-08-08,0,323
2010-08-09,0,423
2010-08-10,0,402
2010-08-11,0,384
2010-08-12,0,407
2010-08-13,0,508
2010-08-14,0,424
2010-08-15,0,423
2010-08-16,0,318
2010-08-17,0.0769,352
2010-08-18,0.074,377
2010-08-19,0.0688,368
2010-08-20,0.0667,398
2010-08-21,0.066899,348
2010-08-22,0.0664,350
2010-08-23,0.066,389
2010-08-24,0.066889,337
2010-08-25,0.0665,396
2010-08-26,0.066499,374
2010-08-27,0.065,291
2010-08-28,0.065,348
2010-08-29,0.0648,268
2010-08-30,0.069,288
2010-08-31,0.06497,465
2010-09-01,0.0649,408
2010-09-02,0.0629,308
2010-09-03,0.0634,314
2010-09-04,0.0613,286
2010-09-05,0.0629,303
2010-09-06,0.064,298
2010-09-07,0.06185,271
2010-09-08,0.06201,292
2010-09-09,0.0624,343
2010-09-10,0.06201,378
2010-09-11,0.062,296
2010-09-12,0.064999,350
2010-09-13,0.06201,436
2010-09-14,0.0641,437
2010-09-15,0.175,450
2010-09-16,0.0619,380
2010-09-17,0.0609,379
2010-09-18,0.0609,431
2010-09-19,0.062599,339
2010-09-20,0.0634,422
2010-09-21,0.0633,636
2010-09-22,0.0628,799
2010-09-23,0.063,698
2010-09-24,0.06281,558
2010-09-25,0.0624,451
2010-09-26,0.062279,454
2010-09-27,0.062206,639
2010-09-28,0.06271,467
2010-09-29,0.06219,998
2010-09-30,0.06192,358
2010-10-01,0.061999,563
2010-10-02,0.061999,501
2010-10-03,0.0614,401
2010-10-04,0.062,414
2010-10-05,0.06301,353
2010-10-06,0.0633,408
2010-10-07,0.0638,370
2010-10-08,0.088,343
2010-10-09,0.12001,382
2010-10-10,0.12,373
2010-10-11,0.1301,348
2010-10-12,0.099,361
2010-10-13,0.095,350
2010-10-14,0.105,376
2010-10-15,0.119,333
2010-10-16,0.109,412
2010-10-17,0.1045,485
2010-10-18,0.103,517
2010-10-19,0.1024,964
2010-10-20,0.103,693
2010-10-21,0.109,602
2010-10-22,0.107,495
2010-10-23,0.10901,623
2010-10-24,0.19,473
2010-10-25,0.15,479
2010-10-26,0.19,486
2010-10-27,0.19,569
2010-10-28,0.19001,500
2010-10-29,0.191,466
2010-10-30,0.1919,444
2010-10-31,0.199,311
2010-11-01,0.1975,364
2010-11-02,0.1955,283
2010-11-03,0.275,334
2010-11-04,0.23601,339
2010-11-05,0.2399,416
2010-11-06,0.29,389
2010-11-07,0.499999,445
2010-11-08,0.37,498
2010-11-09,0.3368,458
2010-11-10,0.2667,372
2010-11-11,0.24,429
2010-11-12,0.251,296
2010-11-13,0.3,333
2010-11-14,0.299,399
2010-11-15,0.2828,1855
2010-11-16,0.2827,12087
2010-11-17,0.28,463
2010-11-18,0.289999,434
2010-11-19,0.283,7731
2010-11-20,0.289,12322
2010-11-21,0.29,10378
2010-11-22,0.282,395
2010-11-23,0.2879,338
2010-11-24,0.28299,2749
2010-11-25,0.28299,5883
2010-11-26,0.289,1542
2010-11-27,0.284399,490
2010-11-28,0.28461,457
2010-11-29,0.279,435
2010-11-30,0.275,455
2010-12-01,0.225,505
2010-12-02,0.25,472
2010-12-03,0.2553,411
2010-12-04,0.2589,402
2010-12-05,0.235,436
2010-12-06,0.225,447
2010-12-07,0.226,548
2010-12-08,0.2477,537
2010-12-09,0.2388,516
2010-12-10,0.204,382
2010-12-11,0.2275,504
2010-12-12,0.228,564
2010-12-13,0.22748,723
2010-12-14,0.23,683
2010-12-15,0.2468,610
2010-12-16,0.2459,523
2010-12-17,0.255,503
2010-12-18,0.249,466
2010-12-19,0.2499,547
2010-12-20,0.275,934
2010-12-21,0.26909,616
2010-12-22,0.267,634
2010-12-23,0.25,552
2010-12-24,0.25,578
2010-12-25,0.25,555
2010-12-26,0.269999,650
2010-12-27,0.265,507
2010-12-28,0.28,584
2010-12-29,0.301,641
2010-12-30,0.299999,542
2010-12-31,0.299999,579
2011-01-01,0.299998,594
2011-01-02,0.299996,593
2011-01-03,0.299998,853
2011-01-04,0.299899,1242
2011-01-05,0.298998,1192
2011-01-06,0.299,850
2011-01-07,0.322,880
2011-01-08,0.322898,1392
2011-01-09,0.322998,1193
2011-01-10,0.329,1358
2011-01-11,0.329,1262
2011-01-12,0.35,1233
2011-01-13,0.405,1271
2011-01-14,0.45,1285
2011-01-15,0.4,932
2011-01-16,0.4,1027
2011-01-17,0.4,816
2011-01-18,0.38679,870
2011-01-19,0.3401,967
2011-01-20,0.3675,847
2011-01-21,0.44,1047
2011-01-22,0.4299,1431
2011-01-23,0.4443,1073
2011-01-24,0.443,1334
2011-01-25,0.425,965
2011-01-26,0.425,985
2011-01-27,0.4174,900
2011-01-28,0.45,1036
2011-01-29,0.446,1290
2011-01-30,0.48,2203
2011-01-31,0.5,1815
2011-02-01,0.95,985
2011-02-02,0.840099,1004
2011-02-03,0.75,777
2011-02-04,0.88,918
2011-02-05,0.9167,887
2011-02-06,0.92,857
2011-02-07,0.90585,911
2011-02-08,0.9,842
2011-02-09,0.935,1033
2011-02-10,1.1,1866
2011-02-11,1.0065,2433
2011-02-12,1.0899,1903
2011-02-13,1.08,1841
2011-02-14,1.08,1978
2011-02-15,1.085,2267
2011-02-16,1.05019,2062
2011-02-17,1.05019,2255
2011-02-18,1.05019,2086
2011-02-19,1.02,1773
2011-02-20,0.954896,1698
2011-02-21,0.8796,1969
2011-02-22,0.869499,2152
2011-02-23,0.95,2394
2011-02-24,0.9499,1957
2011-02-25,1,2134
2011-02-26,0.988567,1964
2011-02-27,0.96,2261
2011-02-28,0.949231,1932
2011-03-01,0.97,1660
2011-03-02,0.9498,2974
2011-03-03,0.94,3002
2011-03-04,0.9392,2119
2011-03-05,0.918901,1946
2011-03-06,0.910445,1918
2011-03-07,0.909,2120
2011-03-08,0.9072,2530
2011-03-09,0.883751,1787
2011-03-10,0.87,1491
2011-03-11,0.9329,2107
2011-03-12,0.9197,2812
2011-03-13,0.9196,2475
2011-03-14,0.9,2981
2011-03-15,0.899885,2499
2011-03-16,0.89,3237
2011-03-17,0.88,3188
2011-03-18,0.850617,2759
2011-03-19,0.824,3114
2011-03-20,0.79,2674
2011-03-21,0.7883,7322
2011-03-22,0.799646,2301
2011-03-23,0.85,4368
2011-03-24,0.9,2218
2011-03-25,0.89,2087
2011-03-26,0.905,2987
2011-03-27,0.8958,2272
2011-03-28,0.8575,3420
2011-03-29,0.8,2915
2011-03-30,0.795,1625
2011-03-31,0.80098,2206
2011-04-01,0.79997,1573
2011-04-02,0.79697,1804
2011-04-03,0.7998,1603
2011-04-04,0.79,2327
2011-04-05,0.71,2272
2011-04-06,0.747844,1768
2011-04-07,0.7677,1842
2011-04-08,0.799,1700
2011-04-09,0.7676,1749
2011-04-10,0.758899,1653
2011-04-11,0.781,1879
2011-04-12,0.897,2019
2011-04-13,1,2480
2011-04-14,0.94,2968
2011-04-15,1.08999,2001
2011-04-16,1.095,1980
2011-04-17,1.085,2320
2011-04-18,1.1999,2711
2011-04-19,1.19,3567
2011-04-20,1.1979,3173
2011-04-21,1.1979,1912
2011-04-22,1.332,2262
2011-04-23,1.549,2100
2011-04-24,1.95,2496
2011-04-25,1.701,2516
2011-04-26,1.73,2753
2011-04-27,1.95,4550
2011-04-28,2.65,3618
2011-04-29,2.7,3474
2011-04-30,4.14996,4022
2011-05-01,4.09,4648
2011-05-02,3.495,2519
2011-05-03,3.49,3235
2011-05-04,3.58,2967
2011-05-05,3.5,3399
2011-05-06,3.5998,3249
2011-05-07,3.7,3889
2011-05-08,3.9,2777
2011-05-09,3.937,3560
2011-05-10,5.2,3147
2011-05-11,6.065,3272
2011-05-12,5.94998,2636
2011-05-13,8.45,4404
2011-05-14,8.9,4349
2011-05-15,8.55,3990
2011-05-16,8.5,4160
2011-05-17,8.38901,4355
2011-05-18,7.874,4997
2011-05-19,7.34,5131
2011-05-20,7.1,4803
2011-05-21,6.6036,4822
2011-05-22,6.61,5447
2011-05-23,7.45,5775
2011-05-24,7.2,5562
2011-05-25,7.51,6172
2011-05-26,9.33,6818
2011-05-27,8.92,5491
2011-05-28,8.735,5054
2011-05-29,8.4992,4725
2011-05-30,9,4835
2011-05-31,9.4998,6203
2011-06-01,9.391,6069
2011-06-02,10.57,7157
2011-06-03,14.3,8374
2011-06-04,17.41,8773
2011-06-05,18.998,8161
2011-06-06,19.23,9808
2011-06-07,19.06,8704
2011-06-08,31.9099,11394
2011-06-09,31.5,12167
2011-06-10,35,11233
2011-06-11,30,11162
2011-06-12,24.99,11668
2011-06-13,24.5,12238
2011-06-14,20.99,12602
2011-06-15,20,14172
2011-06-16,19.96,11777
2011-06-17,19.3898,11548
2011-06-18,17.2,12025
2011-06-19,18.8766,11478
2011-06-20,17.35,11278
2011-06-21,15.5,9152
2011-06-22,15.05,11810
2011-06-23,16,10512
2011-06-24,16.7501,11134
2011-06-25,17.6,9517
2011-06-26,17.51001,10298
2011-06-27,18,11438
2011-06-28,17.52,10892
2011-06-29,17.3,10158
2011-06-30,17.5,9885
2011-07-01,17,9450
2011-07-02,16.49,9454
2011-07-03,15.7,7973
2011-07-04,15.85,9495
2011-07-05,15,8481
2011-07-06,16.5,11053
2011-07-07,16.25,9392
2011-07-08,15.64276,8211
2011-07-09,15,8397
2011-07-10,15.68,8057
2011-07-11,15.1999,9867
2011-07-12,14.63988,8795
2011-07-13,14.15,9575
2011-07-14,14.1,8419
2011-07-15,14.3,8630
2011-07-16,14.1,7821
2011-07-17,13.96,9110
2011-07-18,13.6901,8185
2011-07-19,14.7,9863
2011-07-20,14.04,8545
2011-07-21,13.9389,8608
2011-07-22,13.9389,8437
2011-07-23,13.92,8034
2011-07-24,13.979999,7866
2011-07-25,14.7399,9555
2011-07-26,14.4,8401
2011-07-27,14.13,8329
2011-07-28,14,7818
2011-07-29,13.8,7460
2011-07-30,13.8,6854
2011-07-31,14.8999,7429
2011-08-01,13.5501,8032
2011-08-02,13.45,8813
2011-08-03,13.1,8054
2011-08-04,11.4876543,8251
2011-08-05,11.55,7308
2011-08-06,11,7080
2011-08-07,9.8,6725
2011-08-08,8.89,7110
2011-08-09,12.1,8638
2011-08-10,10.7,8382
2011-08-11,10.4959,8116
2011-08-12,9.89520343,7064
2011-08-13,10.05,7386
2011-08-14,11.24,7621
2011-08-15,11.89,8347
2011-08-16,11.38,9259
2011-08-17,11.3,8128
2011-08-18,11.67,7457
2011-08-19,11.81,7787
2011-08-20,11.798,7125
2011-08-21,11.59,7355
2011-08-22,11.501,7924
2011-08-23,11.49,7425
2011-08-24,11.4,7333
2011-08-25,10.96554,7082
2011-08-26,10.3,7479
2011-08-27,9.11,6988
2011-08-28,9.48,5453
2011-08-29,9.4811,7807
2011-08-30,9.15031,7846
2011-08-31,9,7280
2011-09-01,8.4493399997,7222
2011-09-02,8.4989,6917
2011-09-03,8.7138,6325
2011-09-04,8.5939999988,6612
2011-09-05,8.467,7281
2011-09-06,7.65713,7705
2011-09-07,7.59916,7178
2011-09-08,7.31509,6481
2011-09-09,6.94,7266
2011-09-10,6.2089200002,6453
2011-09-11,7.4,6301
2011-09-12,7.081,6422
2011-09-13,6.25,6564
2011-09-14,5.9900000009,6515
2011-09-15,5.69,6040
2011-09-16,5.23,6042
2011-09-17,5.022,6181
2011-09-18,5,5775
2011-09-19,5.6,6272
2011-09-20,6.795,7420
2011-09-21,6.28664,8078
2011-09-22,5.83001,6808
2011-09-23,5.70653,5820
2011-09-24,5.66,6231
2011-09-25,5.5,5671
2011-09-26,5.46014,5917
2011-09-27,5.13018,6055
2011-09-28,4.989,5795
2011-09-29,4.809,5709
2011-09-30,5.35,5762
2011-10-01,5.3,5584
2011-10-02,5.16,5145
2011-10-03,5.07546,6273
2011-10-04,5.03,5316
2011-10-05,5.025,6218
2011-10-06,4.93,6004
2011-10-07,4.85,5509
2011-10-08,4.594,5604
2011-10-09,4.389,5623
2011-10-10,4.25937,5530
2011-10-11,4.14001,5846
2011-10-12,4.20612,6498
2011-10-13,4.45,4739
2011-10-14,4.11455,5676
2011-10-15,4.05,6080
2011-10-16,3.9009000002,4878
2011-10-17,3.75996,5593
2011-10-18,2.9,5562
2011-10-19,2.64999,4810
2011-10-20,2.42,4708
2011-10-21,2.72002,5357
2011-10-22,3.3,4820
2011-10-23,3.36,5451
2011-10-24,3.2,5919
2011-10-25,3.04,5282
2011-10-26,2.876,5307
2011-10-27,3.0499,4739
2011-10-28,3.255,5111
2011-10-29,3.82717,5826
