"transaction_from_key","transaction_to_key","value"
28680,24583,677.08409776
28680,16,54.552941
11,782697,2.91887704
11,29,0.48
782792,1008982,1
782792,782792,0.05008163
782792,868107,1
782792,782792,1.00871474
1001983,1000815,224.32937026
1001983,782625,0.03
532,782849,0.0382276
532,532,25.24968241
1014831,82,0.15407735
1014831,65,0.54
1028803,65,0.54
1028803,1028266,3.4545
999930,65,0.53
999930,999931,0.25
999103,999104,8.45
999103,65,0.54
1003200,66,0.57
1003200,1002552,1.9985
29765,29573,0.0112468
29765,66,0.01152
66,25,0.09
66,25,0.09
66,25,0.09
66,66,0.63683038
25,66,5e-05
25,25,0.00895
66,25,0.01
66,66,0.02864
25,66,0.00045
25,25,0.12515
25,66,0.00045
25,25,0.1749
25,66,0.18034632
25,25,0.79859456
28951,25,0.013
28951,69,0.00061529
28951,69,0.00555002
28951,25,0.02
1028859,72,0.03607987
1028859,1028528,77.47146099
1012415,121,1
1029960,1026677,24.02
1029960,126,1.96
989434,156,0.35175163
989434,989435,4.74860002
25,2785,0.02003848
25,25,1.20171475
30034,783944,26.94344474
30034,1005336,36.25137465
188,783974,0.10433
188,575,1
1005878,922636,7.67e-06
1005878,7,4.67e-06
1005878,787549,6.67e-06
1005878,1005879,5.67e-06
1005878,11,6.67e-06
1005878,979283,3.67e-06
1005878,848328,7.33e-06
1005878,802825,5.67e-06
1005878,933017,7.33e-06
1005878,968130,0.29683935
1005878,834949,6.67e-06
1005878,824774,7.33e-06
1005878,927554,4.67e-06
1005878,847797,7e-06
1005878,979333,5.67e-06
1005878,932203,4e-06
1005878,829264,3.33e-06
1005878,975330,6.67e-06
1005878,837583,5.33e-06
1005878,848343,5.67e-06
1005878,886854,6.67e-06
1005878,858808,8.33e-06
1005878,848351,4.67e-06
1005878,11302,7e-06
1005878,871713,8.33e-06
1005878,979644,6e-06
1005878,824802,5e-06
1005878,933052,6.67e-06
1005878,839147,1.433e-05
1005878,836846,3.33e-06
1005878,911104,6e-06
1005878,927590,3.33e-06
1005878,1005880,5e-06
1005878,858569,5e-06
1005878,979990,6.67e-06
1005878,787779,6.33e-06
1005878,933080,5e-06
1005878,1005881,5.33e-06
1005878,829279,3.33e-06
1005878,848368,4.33e-06
1005878,824857,1.134e-05
1005878,922605,1.067e-05
1005878,11,7.33e-06
1005878,1005882,7e-06
1005878,933062,1.367e-05
1005878,824867,5.33e-06
1005878,1005883,7.33e-06
1005878,848379,8e-06
1005878,7,7.67e-06
1005878,824902,6e-06
1005878,6275,4e-06
1005878,837449,3.33e-06
1005878,9594,9.33e-06
1005878,819549,8.33e-06
1005878,1000193,5.67e-06
1005878,824878,5.33e-06
1005878,829289,1.1e-05
1005878,793979,8.33e-06
