"transaction_from_key","transaction_to_key","value"
19,20,50
19,19,0.02990108
17372,20,20
17372,783408,30
119326,1674628,38.18297017
119326,782589,5.6914452
782688,129,6
782688,782688,348.5669763
117692,785803,0.48985
117692,117692,1.50365
1663070,842239,0.0023
1663070,852468,8e-04
1663070,829613,2e-04
1663070,925717,6e-04
1663070,886980,3e-04
1663070,852470,0.00048
1663070,74,4e-04
1663070,783191,6e-04
1663070,11302,2e-04
1663070,2700,2e-04
1663070,5337,0.00056
1663070,866160,0.00098
1663070,7049,0.00152
1663070,997,1e-04
1663070,837465,2e-04
1663070,1663071,5e-04
1663070,862857,2e-04
1663070,802767,0.001
1663070,74,0.00094
1663070,819584,3e-04
1663070,846454,0.00024
1663070,1910,3e-04
1663070,14984,1e-04
1663070,925718,4e-04
1663070,7042,3e-04
1663070,783322,0.0051
1663070,825178,8e-04
1663070,27762,4e-04
1663070,1383413,0.002
1663070,7454,2e-04
1663070,74,1e-04
1663070,78,1e-04
1663070,74,1e-04
1663070,794074,1e-04
1663070,826067,1e-04
1663070,782805,3e-04
1663070,1211898,3e-04
1663070,74,0.0014
1663070,848772,0.05228
1663070,825831,1e-04
1663070,836837,2e-04
1663070,1004093,2e-04
1663070,74,2e-04
1663070,9007,1e-04
1663070,852481,1e-04
1663070,3021,8e-04
1663070,852484,1e-04
1663070,829264,2e-04
1663070,858679,3e-04
1663070,74198,0.00062
1663070,3948,2e-04
1663070,852485,2e-04
1663070,74,5e-04
1663070,825712,0.00016
1663070,1255227,8e-05
1663070,852486,1e-04
1663070,80,2e-04
1663070,74,3e-04
1663070,925726,6e-04
1663070,11,1e-04
1663070,11,1e-04
1663070,11,1e-04
1663070,11,1e-04
1663070,11,1e-04
1663070,11,3e-04
1663070,11,8e-05
1663070,11,8e-05
1663070,11,8e-05
1663070,1119662,1e-04
1663070,27769,2e-04
1663070,74,2e-04
1663070,852489,4e-04
1663070,1427170,0.0018
1663070,71,0.00016
1663070,74,4e-04
1663070,74,4e-04
1663070,74,0.00758
1663070,1633460,0.0077
1663070,825729,1e-04
1663070,1572573,0.00018
1663070,74,3e-04
1663070,27,1e-04
1663070,927574,0.00038
1663070,832930,4e-04
1663070,6803,2e-04
1663070,1070935,1e-04
1663070,27,7e-04
1663070,59476,0.00046
1663070,74,1e-04
1663070,857812,2e-04
1663070,8200,8e-05
1663070,925728,0.00096
1663070,925729,1e-04
1663070,74,0.00338
1663070,852492,1e-04
1663070,74,0.00128
1663070,852493,0.00054
1663070,74,0.0013
1663070,10823,1e-04
1663070,1000216,0.01034
1663070,1218302,0.000525
1663070,1598153,0.00116
1663070,76,0.0167
1663070,1318122,0.00084
1663070,74,0.01012
1663070,1663072,3e-04
1663070,1196462,0.00028
1663070,852498,0.001
1663070,640,0.0016
1663070,842523,6e-04
1663070,852499,0.0025
1663070,74,7e-04
1663070,786375,0.0036
1663070,1041469,5e-04
1663070,932278,0.002
1663070,1004470,0.01448
1663070,1349061,6e-04
1663070,858054,2e-04
1663070,4556,0.0011
1663070,837257,2e-04
1663070,1201990,4e-04
1663070,74,0.00116
1663070,852500,0.00032
1663070,74,0.01634
1663070,1119664,0.00026
1663070,61432,0.00178
1663070,839232,0.00354
1663070,1210690,5e-04
1663070,836927,0.00024
1663070,988242,0.00048
1663070,1212379,3e-04
1663070,1119665,0.001
1663070,195,0.00454
1663070,852503,0.00104
1663070,852504,4e-04
1663070,9847,0.00106
1663070,933498,0.01238
1663070,1168119,8e-04
1663070,920668,1e-04
1663070,974154,0.0016
1663070,74,0.00076
1663070,1114988,0.00066
1663070,4,0.00204
1663070,74,5e-04
1663070,787547,0.00064
1663070,975831,0.0034
1663070,1206745,2e-04
1663070,1004219,0.00092
1663070,884045,3e-04
1663070,1633463,8e-05
1663070,74,8e-05
1663070,925732,3e-04
1663070,852509,0.00032
1663070,852510,0.001
1663070,832941,5e-04
1663070,59328,2e-04
1663070,825989,0.00642
1663070,47260,6e-04
1663070,842183,0.00216
1663070,829433,1e-04
1663070,58248,0.0017
1663070,7472,0.002
1663070,1660938,0.00026
1663070,1349063,0.00132
1663070,977024,0.0081
1663070,74,0.0018
1663070,1318125,1e-04
1663070,829555,1e-04
1663070,20890,3e-04
1663070,74,0.00088
1663070,839088,0.00208
1663070,852512,3e-04
1663070,1422004,2e-04
1663070,56478,0.00096
1663070,74,0.00018
1663070,937270,2e-04
1663070,9840,0.00418
1663070,74,0.00098
1663070,898941,2e-04
1663070,1207328,0.00016
1663070,852513,3e-04
1663070,1006868,0.0017
1663070,988247,5e-04
1663070,925737,1e-04
1663070,1490077,0.00298
1663070,74,2e-04
1663070,835023,0.001
1663070,8393,0.0025
1663070,1164764,2e-04
1663070,914777,0.00028
1663070,11378,6e-04
1663070,1004258,6e-04
1663070,985619,1e-04
1663070,74,5e-04
1663070,858886,2e-04
1663070,787207,8e-05
1663070,25391,6e-04
1663070,1663073,3e-04
1663070,862,0.004
1663070,825388,0.00326
1663070,1349064,8e-04
1663070,1167571,5e-04
1663070,852520,4e-04
1663070,30938,0.00048
1663070,787164,0.0016
1663070,74,1e-04
1663070,794245,0.01646
1663070,3388,3e-04
1663070,74,0.0024
1663070,74,3e-04
1663070,824966,0.00064
1663070,802853,8e-05
1663070,74,0.00032
1663070,825283,0.00032
1663070,924048,8e-04
1663070,24328,5e-04
1663070,852523,0.00716
1663070,1383417,7e-04
1663070,1663074,0.0032
1663070,18,1e-04
1663070,906733,2e-04
1663070,6345,1e-04
1663070,975891,0.00216
1663070,1663075,6e-04
1663070,74,0.00028
1663070,977274,0.00032
1663070,886071,0.004
1663070,832901,7e-04
1663070,20046,2e-04
1663070,640,0.004
1663070,858275,2e-04
1663070,1603505,4e-04
1663070,852524,0.00112
1663070,918828,1e-04
1663070,114565,4e-04
1663070,1218305,5e-04
1663070,1069872,0.00048
1663070,9841,4e-04
1663070,1639086,2e-04
1663070,74,0.00298
1663070,941957,0.02722
1663070,70718,1e-04
1663070,29336,0.00182
1663070,1427175,0.00114
1663070,852527,9e-04
1663070,1349066,4e-04
1663070,80,8e-05
1663070,1427176,1e-04
1663070,824783,3e-04
1663070,794219,0.02708
1663070,933951,3e-04
1663070,1349067,0.0012
1663070,852531,0.00096
1663070,1212178,1e-04
1663070,878500,5e-04
1663070,27,0.00018
1663070,74,2e-04
1663070,1211897,1e-04
1663070,7,2e-04
1663070,1663076,4e-04
1663070,74,0.00202
1663070,1210855,2e-04
1663070,1256212,0.01108
1663070,74,1e-04
1663070,1033305,0.00096
1663070,27888,0.00086
1663070,1119667,0.00422
1663070,1211868,0.00032
1663070,58813,2e-04
1663070,852532,2e-04
1663070,787574,3e-04
1663070,852533,0.0312
1663070,1171536,2e-04
1663070,1033306,2e-04
1663070,835035,0.00706
1663070,20491,0.00046
1663070,847780,4e-04
1663070,74,1e-04
1663070,852534,0.00024
1663070,783240,0.00352
1663070,837069,1e-04
1663070,885726,3e-04
1663070,872121,1e-04
1663070,27810,2e-04
1663070,852535,4e-04
1663070,74,0.00834
1663070,1033307,8e-05
1663070,101507,0.00032
1663070,988250,3e-04
1663070,9848,0.00874
1663070,1663077,2e-04
1663070,988251,0.00566
1663070,74,0.01008
1663070,74,0.00206
1663070,54520,2e-04
1663070,54520,6e-04
1663070,1626693,0.00018
1663070,858085,2e-04
1663070,837745,0.0063
1663070,975024,1e-04
1663070,102481,0.00876
1663070,29349,0.0141
1663070,1213585,1e-04
1663070,1349069,0.00048
1663070,787657,1e-04
1663070,74,0.0136
1663070,1633447,2e-04
1663070,114566,0.01696
1663070,1516177,0.00172
1663070,976190,0.01018
1663070,852538,1e-04
1663070,957420,0.00728
1663070,18278,0.0134
1663070,793899,8e-05
1663070,826074,1e-04
1663070,798908,1e-04
1663070,787734,1e-04
1663070,74,1e-04
1663070,787675,8e-05
1663070,74,0.00418
1663070,9843,0.00112
1663070,74,0.01282
1663070,1168124,0.0081
1663070,961237,1e-04
1663070,1459731,0.01708
1663070,1291620,0.00096
1663070,825386,0.00872
1663070,988252,3e-04
1663070,1412221,0.00018
1663070,1119671,6e-04
1663070,20225,0.0056
