"transaction_from_key","transaction_to_key","value"
784305,1812406,10.75500107
784305,784305,1.50708233
20943,852468,9e-04
20943,1773208,2e-04
20943,852470,5e-04
20943,82,1e-04
20943,825589,0.00968
20943,74,0.000625
20943,783191,8e-04
20943,866160,0.0017
20943,927492,9e-04
20943,1082725,4e-04
20943,1516172,0.0016
20943,27824,7e-04
20943,835087,0.000125
20943,1354276,0.00145
20943,962253,1e-04
20943,819584,2e-04
20943,29328,2e-04
20943,74,6e-04
20943,826167,4e-04
20943,852473,2e-04
20943,783322,0.01052
20943,825178,6e-04
20943,1196139,2e-04
20943,90,1e-04
20943,852474,0.001
20943,44353,1e-04
20943,1677780,4e-04
20943,974282,1e-04
20943,74,4e-04
20943,78,4e-04
20943,839040,0.000525
20943,9833,3e-04
20943,6313,9e-04
20943,836920,1e-04
20943,9833,0.00025
20943,640,0.0015
20943,1210562,2e-04
20943,836837,4e-04
20943,932239,8e-04
20943,849079,1e-04
20943,1004093,2e-04
20943,2732,1e-04
20943,59357,2e-04
20943,4349,0.00094
20943,852481,3e-04
20943,6342,4e-04
20943,826193,6e-04
20943,829264,2e-04
20943,27835,5e-04
20943,27868,0.00096
20943,98894,7e-04
20943,74198,0.001
20943,852485,2e-04
20943,825712,3e-04
20943,852486,0.0026
20943,21731,2e-04
20943,925724,0.0014
20943,793819,4e-04
20943,20,0.001
20943,29898,3e-04
20943,7,0.004
20943,977254,2e-04
20943,977204,1e-04
20943,858386,2e-04
20943,27769,0.0012
20943,1218300,3e-04
20943,849033,1e-04
20943,74,6e-04
20943,852489,2e-04
20943,967350,2e-04
20943,858126,0.00084
20943,74,1e-04
20943,787729,2e-04
20943,1302943,2e-04
20943,988241,1e-04
20943,74,7e-04
20943,1633460,6e-04
20943,74,6e-04
20943,27731,7e-04
20943,1815124,5e-04
20943,825729,3e-04
20943,28029,6e-04
20943,74,3e-04
20943,27879,1e-04
20943,27,0.000125
20943,3113,0.00072
20943,976056,9e-04
20943,1547914,3e-04
20943,27,4e-04
20943,59476,2e-04
20943,7,0.00048
20943,1220,2e-04
20943,1423328,0.00094
20943,848594,0.00104
20943,1004222,0.00166
20943,74,0.001
20943,837105,1e-04
20943,1812676,2e-04
20943,6378,3e-04
20943,8200,5e-04
20943,2685,0.0015
20943,925728,2e-04
20943,8959,4e-04
20943,925729,0.0019
20943,21722,6e-04
20943,74,1e-04
20943,1704990,0.00046
20943,852492,1e-04
20943,74,8e-04
20943,74,6e-04
20943,852493,5e-04
20943,925730,0.0012
20943,1804723,8.30747499
