"transaction_from_key","transaction_to_key","value"
116,23490,0.18114432
116,19485,0.5003672
116,27,0.05081606
116,7794,0.08051064
116,1159,0.07692248
116,1323237,0.30109275
116,309,0.05232713
116,7,1.00195732
116,1323238,0.10000286
116,27,0.50118919
116,1215969,0.05013624
116,923298,0.05214362
116,37,0.05040115
116,11,1.00345486
116,27,0.77457258
116,797139,0.31455608
116,7802,0.05165335
116,16490,0.51213107
116,1159,0.05087996
116,9492,0.20059184
116,1323239,0.05004315
116,1323240,1.0006878
116,20,1.00536737
116,861891,0.05077038
116,19488,0.05135844
116,8657,0.05112473
116,6228,0.06109545
116,10453,1.00250032
116,6545,0.62798449
116,74717,1.00319609
116,1322140,4.63335838
116,943997,0.05128344
116,924413,0.35221637
116,923291,0.10019356
116,1159,0.10214192
116,11,0.05048248
116,841390,0.05577376
116,28835,0.10016775
116,1270133,0.05004637
116,787271,0.10177662
116,35751,1.00581172
116,22587,0.05316889
116,2402,0.0607405
116,27,0.15302341
116,1159,0.11799318
116,872010,0.22220299
116,21885,0.01027703
116,64974,0.0569953
116,74378,0.05034302
116,11718,0.1066726
116,1159,0.08134532
116,8597,0.22145291
116,864609,1.02570656
116,840767,0.10047539
116,11,5.02066407
116,16813,0.05159112
116,836514,0.10539268
116,67,0.1005617
116,5887,0.05140131
116,1158,0.06628648
116,1087894,0.10217424
11,141,2.9995
11,1237059,14.6317167
1340250,55354,0.0023
1340250,783941,7.14488855
1329729,784409,0.05027813
1329729,1284276,0.00147424
1329729,75145,0.46897636
1329729,2618,0.04709444
1374,1374,5.3258385
1374,489,0.01
500,74255,0.005
500,500,39.994
116,9784,0.05000177
116,1340057,1.00001926
116,7,0.10165497
116,927163,0.05118632
116,27,0.50641805
116,1340058,0.05042939
116,1340059,0.05001333
116,9587,0.1018991
116,911552,0.05096905
116,836506,0.06011851
116,7787,1.05390305
116,814923,5.15283997
116,27,0.51851973
116,1291232,0.05014177
116,1159,0.06328854
116,40039,0.05127176
116,26134,0.01226595
116,819246,0.05022335
116,18663,0.10008836
116,840756,0.10275072
116,514,2.02651702
116,1159,0.06398988
116,853599,0.50503596
116,805886,0.05214682
116,11,3.08181964
116,19488,0.05196148
116,64974,0.05932429
116,1159,0.07066733
116,13505,1.00629676
116,893166,1.00392756
116,840110,0.11194541
116,797139,0.30749753
116,8627,0.05032572
116,797157,0.10830839
116,840081,0.05250365
116,1338748,4.97700855
116,10598,0.01014907
116,872006,0.44063837
116,27,1.01060468
116,6556,0.05084272
116,2402,0.10149832
116,11709,1.00184832
116,11703,1.00291836
116,21885,0.0111505
116,549,0.11386451
116,1309072,0.05003499
116,76175,4.00372927
116,1159,0.05083591
116,23576,0.05187231
116,34292,0.10002614
116,2410,0.10683649
116,5348,0.05062803
116,1043234,0.05011486
116,2425,0.20003148
116,900952,0.10213978
116,1340061,0.050233
116,872003,0.0518322
116,820896,0.10082153
3958,74,1e-05
3958,1171527,1e-05
3958,1314127,1e-05
3958,1210358,4e-05
3958,1206701,1e-05
3958,976313,2e-05
3958,74,1e-05
3958,1327535,1e-05
3958,84,1e-05
3958,832818,1e-05
3958,1212183,1e-05
3958,1004204,0.00055999
3958,1327536,1e-05
3958,976366,1e-05
3958,1117139,2e-05
3958,944618,1e-05
3958,1140427,1e-05
3958,977184,1e-05
3958,74,1e-05
3958,1327537,1e-05
3958,975514,1e-05
3958,824920,6e-05
3958,74,1e-05
3958,976279,1e-05
3958,4,1e-05
3958,1004227,8e-05
3958,979981,1e-05
3958,1327538,1e-05
3958,7344,2e-05
3958,853,1e-05
3958,974744,1e-05
3958,826058,2e-05
3958,27,1e-05
3958,799050,2e-05
3958,3250,2e-05
3958,1301851,1e-05
3958,807290,1e-05
3958,975467,1e-05
3958,10814,3e-05
3958,998795,1e-05
3958,1327539,1e-05
3958,1301852,2e-05
3958,826437,4e-05
3958,14396,1e-05
3958,976698,1e-05
3958,999990,0.001547
3958,1069356,1e-05
3958,832984,2e-05
3958,976762,1e-05
3958,7,1e-05
3958,74,1e-05
3958,1212088,1e-05
3958,1932,2e-05
3958,1266609,0.0055
3958,1327540,1e-05
3958,974156,1e-05
3958,640,1e-05
3958,998132,1e-05
3958,836698,1e-05
3958,824804,1e-05
3958,1327541,1e-05
3958,974934,1e-05
3958,979037,1e-05
3958,48898,1e-05
3958,74,1e-05
3958,1171537,1e-05
3958,836699,2e-05
3958,975036,1e-05
3958,1327542,1e-05
3958,1314019,1e-05
3958,1263967,1e-05
3958,1166628,1e-05
3958,976573,2e-05
3958,1115008,1e-05
3958,1216132,2e-05
3958,11,2e-05
3958,842514,1e-05
3958,977290,0.00033
3958,826089,1e-05
3958,1317152,1e-05
3958,800150,1e-05
3958,836707,1e-05
3958,1327543,1e-05
3958,1327544,1e-05
3958,825097,1e-05
3958,1210351,1e-05
3958,1327545,1e-05
3958,74,2e-05
3958,842052,1e-05
3958,27875,0.00135
3958,28039,0.00018
3958,836710,1e-05
3958,932292,1e-05
3958,74,1e-05
3958,941614,1e-05
3958,1112859,1e-05
3958,1314178,1e-05
3958,74,1e-05
3958,979287,1e-05
3958,1317135,1e-05
3958,975450,1e-05
3958,1327546,1e-05
3958,1117104,1e-05
3958,27841,0.00185
3958,1317175,1e-05
3958,1327547,2e-05
3958,1212333,1e-05
3958,1210666,1e-05
3958,848330,1e-05
3958,787251,1e-05
3958,836714,1e-05
3958,1314016,1e-05
3958,928288,1e-05
3958,6368,1e-05
3958,74,1e-05
3958,1327548,0.00203
3958,1196391,1e-05
3958,1327549,1e-05
3958,976553,1e-05
3958,1327550,4e-05
3958,852574,1e-05
3958,1115029,1e-05
3958,848593,1e-05
3958,1196306,1e-05
3958,74,1e-05
3958,802760,1e-05
3958,7458,2e-04
3958,8122,1e-05
3958,74,1e-05
3958,1085704,1e-05
3958,1004210,1e-05
3958,1327551,1e-05
3958,1327552,1e-05
3958,783029,1e-05
3958,879637,1e-05
3958,1327553,1e-05
3958,74,1e-05
3958,825567,6e-05
3958,6329,2e-05
3958,74,0.00034
3958,74,1e-05
3958,976510,2e-05
3958,1069349,1e-05
3958,976286,0.00047
3958,74,1e-05
3958,3627,1e-05
3958,930165,1e-05
3958,871838,2e-05
3958,1327554,1e-05
3958,826354,1e-05
3958,1212109,1e-05
3958,1117018,2e-05
3958,824976,1e-05
3958,20,1e-05
3958,1301860,1e-05
3958,1206828,1e-05
3958,826501,6e-05
3958,1327555,1e-05
3958,976937,2e-05
3958,11,1e-05
3958,1327556,1e-05
3958,853608,1e-05
3958,28039,1e-05
3958,14078,2e-05
3958,829525,1e-05
3958,847853,1e-05
3958,1327557,1e-05
3958,848900,1e-05
3958,1266620,1e-05
3958,1327558,0.000439
3958,923879,1e-05
3958,3958,1e-05
3958,835066,1e-05
3958,52666,3e-05
3958,1181275,1e-05
3958,925774,1e-05
3958,74,1e-05
3958,46719,1e-05
3958,74,1e-05
3958,1212198,8e-05
3958,1327559,1e-05
3958,842409,2e-05
3958,976527,1e-05
3958,803859,2e-05
3958,9831,1e-05
3958,842272,3e-05
3958,7698,1e-05
3958,74,1e-05
3958,27,1e-05
3958,1327560,1e-05
3958,836736,7.6e-05
3958,10806,2e-05
3958,787168,0.00082
3958,948786,1e-05
3958,938578,1e-05
3958,23097,1e-05
3958,1327561,1e-05
3958,976513,1e-05
3958,1196371,1e-05
3958,17449,2e-05
3958,74,1e-05
3958,74,1e-05
3958,852588,1e-05
3958,1317325,1e-05
3958,1880,2e-05
3958,825908,2e-05
3958,974769,1e-05
3958,74,1e-05
3958,871850,2e-05
3958,1327562,1e-05
3958,74,2e-05
3958,899828,1e-05
3958,975424,3e-05
3958,1115184,1e-05
3958,1301866,1e-05
3958,74,1e-05
3958,74,2e-05
3958,1327563,1e-05
3958,74,1e-05
3958,1327564,1e-05
3958,954350,0.00025
3958,1117078,1e-05
3958,858831,0.00034
3958,1327565,1e-05
3958,1327566,1e-05
3958,1117026,1e-05
3958,1266627,1e-05
3958,7049,0.00029
3958,32881,1e-05
3958,74,1e-05
3958,787178,0.0033
3958,832889,1e-05
3958,1327567,1e-05
3958,858341,2e-05
3958,5803,1e-05
3958,1327568,1e-05
3958,974868,1e-05
