"transaction_from_key","transaction_to_key","value"
1441465,1440831,18.75688158
1441465,782490,5
1440812,1437512,77.07119184
1440812,782490,5
1439691,21,5
1439691,1439692,19.134
25,67,0.01957
25,25,0.84911099
67,25,0.01
67,67,0.0162513
1444137,19,40
1444137,89673,10
1444137,20,31.2485
1444137,813875,28.75
58353,1181628,5
58353,172,0.01838234
1427167,842239,8e-05
1427167,852468,0.00018
1427167,829613,8e-05
1427167,7433,0.00048
1427167,925717,0.00012
1427167,852470,0.00084
1427167,811945,0.00024
1427167,30263,2e-04
1427167,74,0.00028
1427167,783191,0.00162
1427167,11302,0.00024
1427167,866160,0.00204
1427167,7049,0.00034
1427167,10309,6e-05
1427167,27824,3e-04
1427167,74,0.00128
1427167,825391,0.00016
1427167,988238,0.00012
1427167,858295,6e-05
1427167,14984,0.00014
1427167,74,0.00012
1427167,44616,0.00016
1427167,826167,0.00022
1427167,7042,6e-05
1427167,783322,0.03196
1427167,825178,0.00102
1427167,808316,0.00016
1427167,1383413,0.00024
1427167,852474,6e-04
1427167,974282,0.00352
1427167,74,0.00018
1427167,78,8e-05
1427167,825570,3e-04
1427167,74,0.00016
1427167,782805,0.00012
1427167,925720,0.00018
1427167,848772,0.00038
1427167,74,0.00207
1427167,836837,0.0051
1427167,852478,8e-05
1427167,1372636,0.00056
1427167,1383415,0.00018
1427167,1004093,4e-04
1427167,74,8e-05
1427167,1004214,0.00042
1427167,1383412,1.54464
1427167,88260,2e-04
1427167,1119661,0.00012
1427167,852481,0.00018
1427167,826193,6e-05
1427167,829264,6e-05
1427167,825385,0.00012
1427167,858679,0.00014
1427167,27868,0.0048
1427167,1427168,0.00012
1427167,74198,9e-04
1427167,20777,6e-05
1427167,799239,0.00143
1427167,74,0.00024
1427167,825712,0.00012
1427167,852486,0.0074
1427167,925724,0.00024
1427167,80,0.00018
1427167,74,6e-05
1427167,925726,0.00098
1427167,852488,0.00072
1427167,17607,8e-05
1427167,977254,0.00036
1427167,74,0.00076
1427167,1427169,6e-05
1427167,74,8e-05
1427167,901676,8e-05
1427167,858126,6e-05
1427167,1427170,0.00012
1427167,71,8e-05
1427167,74,7e-04
1427167,787729,8e-05
1427167,988241,0.00036
1427167,74,0.00182
1427167,27731,0.00272
1427167,1291616,0.00016
1427167,74,8e-05
1427167,74,8e-05
1427167,824942,0.00026
1427167,74,4e-04
1427167,976056,0.00042
1427167,21722,0.00012
1427167,27,6e-05
1427167,59476,0.00012
1427167,7,0.00195
1427167,925728,0.00026
1427167,8959,0.00024
1427167,925729,0.00132
1427167,852492,8e-05
1427167,852493,0.00118
1427167,74,0.00128
1427167,852494,0.00264
1427167,799196,0.00096
1427167,852495,0.00076
1427167,1004503,0.00012
1427167,76,0.00483
1427167,1318122,0.00022
1427167,852496,3e-04
1427167,852498,0.00012
1427167,842523,0.00012
1427167,852499,0.00078
1427167,74,4e-04
1427167,932278,0.00315
1427167,1206727,0.0015
1427167,1349061,0.00012
1427167,858054,0.00104
1427167,4556,0.00032
1427167,7480,0.00014
1427167,837257,2e-04
1427167,793958,8e-05
1427167,74,0.00018
1427167,852500,0.00054
1427167,1119664,0.00018
1427167,29896,0.0015
1427167,6797,0.00226
1427167,839232,0.00056
1427167,1201927,8e-05
1427167,852502,3e-04
1427167,836927,5e-04
1427167,925731,0.00028
1427167,18246,8e-05
1427167,988242,0.00052
1427167,988243,0.00022
1427167,1427171,0.0015
1427167,195,0.00988
1427167,12228,3e-04
1427167,852503,0.00096
1427167,927564,0.00048
1427167,852504,6e-04
1427167,842408,8e-05
1427167,829521,0.00012
1427167,920668,0.00136
1427167,74,0.00026
1427167,74,0.00048
1427167,82317,0.00064
1427167,884045,8e-05
1427167,74,6e-05
1427167,925732,0.00012
1427167,849147,2e-04
1427167,74,0.00036
1427167,852509,0.00771
1427167,852510,0.00061
1427167,35924,0.00012
1427167,1427172,0.00024
1427167,988245,0.00258
1427167,812,0.00158
1427167,978803,0.00032
1427167,977024,0.00324
1427167,829555,0.00012
1427167,1119666,5e-04
1427167,1004170,0.00056
1427167,74,0.00128
1427167,839088,0.0013
1427167,74,6e-05
1427167,852512,0.00022
1427167,56478,0.00032
1427167,20489,0.00056
1427167,852513,0.00342
1427167,61432,0.00122
1427167,852514,0.02449
1427167,3397,6e-05
1427167,1427173,0.00046
1427167,20067,6e-05
1427167,8393,0.00061
1427167,1873,0.00106
1427167,1004258,0.00166
1427167,985619,0.00012
1427167,922592,8e-05
1427167,852516,0.00159
1427167,787207,0.00048
1427167,802705,0.00075
1427167,825388,0.00024
1427167,1118296,6e-05
1427167,933702,0.00024
1427167,975260,8e-05
1427167,978812,0.00096
1427167,9839,0.0023
1427167,852520,0.00151
1427167,787164,0.0068
1427167,74,0.00037
1427167,794245,0.00309
1427167,852521,0.00016
1427167,824966,0.00012
1427167,74,6e-05
1427167,74,0.00012
1427167,925741,0.00072
1427167,842492,0.002
1427167,88261,0.00022
1427167,852523,0.00176
1427167,782907,0.00078
1427167,46010,0.00016
1427167,20046,0.00332
1427167,858275,3e-04
1427167,852524,0.0013
1427167,1417893,6e-05
1427167,74,0.00156
1427167,1196447,1e-04
1427167,1218305,0.00064
1427167,9841,0.00036
1427167,74,0.00016
1427167,74,0.00018
1427167,29336,6e-05
1427167,1427175,0.00024
1427167,787523,8e-05
1427167,852527,0.00022
1427167,852528,0.00032
1427167,1427176,0.0015
1427167,794219,0.00053
1427167,933951,2e-04
1427167,1349067,0.0045
1427167,95,6e-05
1427167,852531,0.00148
1427167,878500,0.00016
1427167,1427177,1e-04
1427167,11,0.00075
1427167,925744,0.00135
1427167,975540,8e-05
1427167,11380,6e-05
1427167,1033305,0.00071
1427167,27888,0.00048
1427167,18271,3e-04
1427167,46328,0.00024
1427167,835896,0.00084
