"transaction_from_key","transaction_to_key","value"
10,10,0.81
10,46,0.19
3314,785868,1.01
3314,3314,0.99859563
1897414,842239,5e-04
1897414,852468,4e-04
1897414,7433,2e-04
1897414,852470,9e-04
1897414,113984,0.000325
1897414,866160,0.0061
1897414,7049,5e-04
1897414,1883572,2.87106732
1897414,1516172,4e-04
1897414,10309,4e-04
1897414,1760800,1e-04
1897414,829589,2e-04
1897414,27824,5e-04
1897414,3404,0.000125
1897414,74,3e-04
1897414,819584,5e-04
1897414,14984,7e-04
1897414,783322,0.00212
1897414,1196139,1e-04
1897414,90,0.00122
1897414,852474,1e-04
1897414,74,2e-04
1897414,842548,1e-04
1897414,78,7e-04
1897414,825570,4e-04
1897414,74,0.000125
1897414,9833,0.00192
1897414,1201722,0.00016
1897414,27695,3e-04
1897414,1018347,7e-04
1897414,74,1e-04
1897414,825897,5e-04
1897414,848772,1e-04
1897414,893431,1e-04
1897414,1210562,3e-04
1897414,836837,2e-04
1897414,1349059,0.00132
1897414,852480,3e-04
1897414,21709,0.00016
1897414,1004093,2e-04
1897414,1119661,4e-04
1897414,59357,3e-04
1897414,4349,2e-04
1897414,852481,0.000325
1897414,826193,1e-04
1897414,1454552,0.00016
1897414,794049,0.000225
1897414,829264,4e-04
1897414,27835,0.000225
1897414,26153,1e-04
1897414,66926,3e-04
1897414,74198,0.000125
1897414,825712,4e-04
1897414,852486,0.00121
1897414,74,0.00064
1897414,857135,0.00148
1897414,29898,1e-04
1897414,74,2e-04
1897414,74,9e-04
1897414,1814653,0.00117
1897414,977254,1e-04
1897414,74,2e-04
1897414,1427169,0.000325
1897414,977204,1e-04
1897414,2680,2e-04
1897414,74,2e-04
1897414,11,2e-04
1897414,852489,4e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,11,2e-04
1897414,11,1e-04
1897414,11,1e-04
1897414,71,0.000525
1897414,71,0.0286
1897414,74,0.00066
1897414,787729,2e-04
1897414,1897415,2e-04
1897414,988241,0.000225
1897414,74,8e-04
1897414,71,1e-04
1897414,1291616,0.000125
1897414,124749,8e-05
1897414,825729,2e-04
1897414,68841,0.02306
1897414,28029,3e-04
1897414,74,0.000625
1897414,1650628,1e-04
1897414,74,0.000125
1897414,977943,3e-04
1897414,1489245,0.00136
1897414,927574,2e-04
1897414,3113,0.0011
1897414,1209292,0.001205
1897414,976056,0.010125
1897414,6803,2e-04
1897414,8200,0.0011
1897414,21722,3e-04
1897414,848594,0.000325
1897414,1004222,0.00076
1897414,74,0.00038
1897414,837105,2e-04
1897414,18,1e-04
1897414,8200,0.0011
1897414,2685,0.001625
1897414,925728,6e-04
1897414,925729,6e-04
1897414,1704990,0.00034
