"transaction_from_key","transaction_to_key","value"
19029,1021517,8.3785
19029,24,1.732
1047347,1047348,19.01638102
1047347,782625,0.02
1034896,1034616,87.50554356
1034896,63,0.03508804
1066989,65,1.3895
872132,65,0.97
872132,872132,0.50170925
35347,65,0.61750604
35347,34442,0.01469352
1052422,65,0.61
1052422,1052422,0.11478001
1052167,65,0.54
1052167,1052167,0.1137879
1049055,1049056,0.69377132
1049055,65,1.17
11,1025092,25.23158635
11,65,0.54
1043533,1043534,8.8295
1043533,65,1.17
1034382,65,0.67
1034382,1034382,0.05391641
1033455,65,0.54
1033455,1033455,0.11369689
1049715,1049749,29.50873191
1049715,72,0.03116722
1064055,72,0.03467623
1064055,1063817,62.31785788
1049761,117,0.00426491
1049761,34376,0.015717
117,27,0.09
117,117,0.0111946
1045433,29,0.5
1045433,133,1.50569
27,27,0.01090592
27,147,2.50489861
1047774,238,0.09899352
1047774,1047313,14.35495654
34837,238,0.01284561
34837,25,0.25
1065446,251,2.4695
1065446,140,0.53
1062025,824763,2e-05
1062025,1058077,2e-05
1062025,1000136,2e-05
1062025,978629,2e-05
1062025,1058079,2e-05
1062025,943160,2e-05
1062025,824770,2e-05
1062025,1058080,2e-05
1062025,1058081,2e-05
1062025,933016,2e-05
1062025,909651,2e-05
1062025,1058082,2e-05
1062025,1026033,2e-05
1062025,968241,2e-05
1062025,933018,2e-05
1062025,7,2e-05
1062025,834949,2e-05
1062025,1058085,2e-05
1062025,11,2e-05
1062025,981750,2e-05
1062025,1058088,2e-05
1062025,1058089,2e-05
1062025,981749,2e-05
1062025,848338,2e-05
1062025,11,2e-05
1062025,4,2e-05
1062025,1058090,2e-05
1062025,1058091,2e-05
1062025,1058092,2e-05
1062025,895557,2e-05
1062025,824783,2e-05
1062025,968136,2e-05
1062025,933023,2e-05
1062025,807949,2e-05
1062025,909660,2e-05
1062025,909661,2e-05
1062025,824789,2e-05
1062025,981198,2e-05
1062025,909663,2e-05
1062025,824790,2e-05
1062025,1058093,2e-05
1062025,933025,2e-05
1062025,824792,2e-05
1062025,837636,2e-05
1062025,981365,2e-05
1062025,982145,2e-05
1062025,848351,2e-05
1062025,1058095,2e-05
1062025,818891,2e-05
1062025,858562,2e-05
1062025,1058096,2e-05
1062025,1058097,2e-05
1062025,1058098,2e-05
1062025,6311,2e-05
1062025,1058100,2e-05
1062025,824798,2e-05
1062025,1058101,2e-05
1062025,981043,2e-05
1062025,909668,2e-05
1062025,1058102,2e-05
1062025,932312,2e-05
1062025,1058103,2e-05
1062025,981495,2e-05
1062025,909671,2e-05
1062025,6271,2e-05
1062025,909672,2e-05
1062025,977989,2e-05
1062025,909673,2e-05
1062025,816719,2e-05
1062025,1058104,2e-05
1062025,824806,2e-05
1062025,981688,2e-05
1062025,842257,2e-05
1062025,981264,2e-05
1062025,1058106,2e-05
1062025,4,2e-05
1062025,1058107,2e-05
1062025,1058108,2e-05
1062025,1058109,2e-05
1062025,11,2e-05
1062025,977187,2e-05
1062025,824815,2e-05
1062025,975609,2e-05
1062025,837053,2e-05
1062025,1062026,2e-05
1062025,158,2e-05
1062025,6273,2e-05
1062025,1058110,2e-05
1062025,981302,2e-05
1062025,842075,2e-05
1062025,1062027,2e-05
1062025,1058111,2e-05
1062025,802858,2e-05
1062025,824823,2e-05
1062025,981922,2e-05
1062025,1062028,2e-05
1062025,1058113,2e-05
1062025,11302,2e-05
1062025,783075,2e-05
1062025,1058115,2e-05
1062025,7,2e-05
1062025,824830,2e-05
1062025,1058116,2e-05
1062025,982075,2e-05
1062025,824834,2e-05
1062025,836846,2e-05
1062025,858953,2e-05
1062025,981824,2e-05
1062025,824836,2e-05
1062025,787470,2e-05
1062025,1062029,2e-05
1062025,824842,2e-05
1062025,977547,2e-05
1062025,824844,2e-05
1062025,1058117,2e-05
1062025,1058118,2e-05
1062025,981446,2e-05
1062025,1058119,2e-05
1062025,11,2e-05
1062025,928242,2e-05
1062025,1058120,2e-05
1062025,11,2e-05
1062025,981618,2e-05
1062025,824857,2e-05
1062025,1058121,2e-05
1062025,981886,2e-05
1062025,1058122,2e-05
1062025,11,2e-05
1062025,858913,2e-05
1062025,836815,2e-05
1062025,1058125,2e-05
1062025,1062030,2e-05
